Lugar,Localizacao,Nome,Nota,Data_avaliacao,Avaliacao
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",M. Correa,4,05/2024,"O Municipal é lindo e vale a pena conhecer. AVISO IMPORTANTE PCD’s: se porventura comprarem ingressos nos assentos comuns (e não nos lugares designados para cadeiras de rodas), atentem-se que os corredores são estreitos e a transferência de e para a cadeira de rodas se torna uma tarefa um tanto difícil (porém, com ajuda, não impossível)! A entrada acessível é feita por uma plataforma automática através da entrada lateral do teatro. Nesta última vez a plataforma estava quebrada."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Agildo Santos,5,03/2024,"Fiquei impressionado com a beleza arquitetônica do edifício, a grandiosidade dos espaços interiores e a atmosfera histórica. Me encantei com a elegância dos detalhes decorativos, como lustres, pinturas e esculturas. Em geral, é uma experiência que transmite um senso de prestígio e cultura."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Ana Icó,5,12/2023,"Eu adoro visitar o Teatro Municipal. Com uma arquitetura deslumbrante e decoração impecável, assistir qualquer evento cultural é maravilhoso e mágico. Um dos pontos turísticos de São Paulo de destaque para quem ama a arte e aprecia um bom espetáculo musical e teatral."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Cesar Augusto de Souza Neves,5,03/2024,"Fizemos uma visita guiada ao Theatro Municipal, muito bacana, nos explicaram que ele surgiu como uma demanda da elite cafeeira do Estado de SP, enquanto uma casa de ópera e salas de negociações, cheio de pompa para essa elite se exibir. O Theatro possui afrescos referentes à ópera O Anel dos Nibelungos de R. Wagner (o protofascista), estátuas de bachianas, sátiros e musas enfeitam o ambiente, numa perspectiva neoclássica. Diversas liras de metal, muito mármore e ouro, realmente diferente do que parece de fora. Ótima visita guiada que mostra a história de SP, parabéns à equipe pelo roteiro."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Celia Soares da Silva Piza,5,04/2024,"Teatro maravilhoso. Sua estrutura é um espetáculo a parte.
Vale a pena ser visitado.
Cheguei com antecedência para tirar muitas fotos e conhecer cada cantinho."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Lucas Augusto,5,02/2024,"O Theatro Municipal de São Paulo não é apenas um local de espetáculos, é uma obra de arte por si só. A arquitetura é incrível e transporta os visitantes para uma era de sofisticação. Fui em uma apresentação do Tim Bernardes com Orquestra,
o local é lindo e o som reverbera bem por todo o espaço.
🎭✨"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Odair Santana,5,05/2024,"Trata se do teatro Municipal de São Paulo que funciona em um lindo prédio no centro da Cidade muito lindo e tombado pelo patri.onio histórico no lugar podem ser assistidos peças, co certos e outras atividades culturais ."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",PErdido NO NAda,5,02/2024,"O Theatro Municipal, é uma obra prima por si mesma, um prédio histórico que encanta as mais diversas gerações e povos de São Paulo e mundo a fora, arquitetura de tirar o fôlego. Lindo de todas as perspectivas para uma fotografia, mas atenção, por se tratar de uma região central com problemas de segurança pública, que infelizmente não estão na competencia do theatro, tens se ter cuidado com o celular na região. Tendo cuidado e atenção podes fotografar sem medo, GCM e polícia militar, fazem rondas constantes nas imediações para tentar manter a segurança. A estação de metrô mais próxima é a Anhangabaú, porem quem vem da República também é bem próximo, pela Rua Barão de Itapetininga ainda aproveita um pouco a beleza do centro de São Paulo."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Eril Santos,5,04/2024,O teatro e maravilhoso. Muitos detalhes para serem vistos. Entrem no site e façam a visita educativa. Vale tbem ir assistir a orquestra ou ballet  ou qualquer evento. O valor do ingresso e bem acessível. Vale a pena! O restaurante tem comidas deliciosas . Ótimo tbem para um brunch!
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Giovana Santos,5,03/2024,"É absolutamente impossível não se encantar com este lugar - é verdadeiramente incrível! Tive a oportunidade de assistir a um show, um concerto e também participei de uma visita guiada gratuita. Minha única sugestão é ficar atento ao site, pois os ingressos costumam esgotar rapidamente."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Patrícia Maranhão,5,03/2024,"A visita guiada, é uma experiência muito boa, vale a pena para conhecer um pouco mais sobre arte e história. Não existe custo para a visita e temos a possibilidade de agendar com guia em português ou inglês, uma atração maravilhosa da nossa cidade de São Paulo, pois todos os funcionários do local, estão preparados e dispostos a ajudar em qualquer momento. Chegue cedo e aproveite o brunch do salão dourado que também é um atrativo mais que especial do local."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Marcia Akemi (Terapeuta),5,03/2024,"O Theatro Municipal é magnífico. O predio histórico assinado pelo arquiteto Ramos de Azevedo é palco de concertos, óperas, coral, ballet e grandes produções. Possui uma programação intensa cheia de atrativos maravilhosos. A arquitetura foi inspirada na opera de Paris. Espaço contemporâneo e artístico. O bar dos arcos também é um local referência na cidade de São Paulo"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Tita Souza,5,12/2023,"Maravilhoso! Recomendo que se você tenha um tempinho sobrando, vá! Conheça. É simolemntes perfeito. Sempre tem atrações gratuitas. Olhem no site.
Vale muito a pena."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Lucimara muriel,5,04/2024,"Maravilhoso, lugar lindo, super limpo e organizado, funcionários extremamente educados, assisti a uma orquestra e já quero voltar."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Ana Carolina Mendes,5,03/2024,"Lugar incrível, imponente e muito bem cuidado. O guia também é excelente, deixa todos muito à vontade enquanto conta a respeito do edifício e o contexto histórico."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Claudia Maurício,5,04/2024,"Fui assistir uma orquesta  com um coral lirico esplêndido. Lugar maravilhoso, a cantora maravilhosa de vestido cinza nós concedeu a honra de uma foto."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Marisa Zig-Zag,5,05/2024,"Excelente! Uma delícia.
Tem que agendar a visita ao teatro com antecedência. Já no restaurante não há problema, talvez tenha que esperar. Mas tudo é bonito e agradável."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",claudia vargas,3,05/2024,Precisa urgentemente rever o atendimento no café/ bar que funciona os dias de espetáculo.  Atendimento rude sempre!  da equipe completa. Assisto todo mês a programação da Opera e outros. Realmente está área não cumpre o mínimo esperado.
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Mariana Santiago,5,02/2024,"Arquitetura e acústica incríveis, foi minha primeira visita e achei tudo deslumbrante. O concerto iniciou pontualmente e foi muitíssimo bem ministrado. O staff todo era gentil e bastante organizado. Voltaria com certeza, é um local histórico e parada obrigatória para qualquer paulistano. (É tranquilo conseguir um uber/táxi na região também, o que é importante, pois sabemos como o centro está, infelizmente)"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Liz Dantas,5,05/2024,"Tomamos café da manhã no salão dourado! Queríamos tbm ter feito a visita guiada gratuita mas já não tinha ingressos disponíveis um dia antes, então peguem o ingresso com mais dias de antecedência! Bom passeio."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Flávia Martins,5,03/2024,"Todas as vezes fui muito bem tratada, principalmente quando estive de Cadeira de Rodas, tinha acessibilidade na escada, banheiro e durante a apresentação. Haviam funcionários me dando suporte para que eu aproveitasse ao máximo o concerto."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Victória Elisa,5,02/2024,"É lindo! Vale muito a pena ir pelo menos uma vez pra conhecer. Fui para assistir a ópera O Navio Fantasma, e amei cada segundo da experiência."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Isabel Fernandes,5,02/2024,"Amei!!
Espaço lindo e cheio de história!!! Pessoal bem querido e visitação super didática
Aconselho muito a irem visitar!!!
Há diversos estacionamentos na volta e tem que cuidar bem qual vai escolher!!
Local ainda conta com dois bares"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Jaques Queroz (Brasil & Россия),5,03/2024,"Uma dessas visitas ""obrigatórias"" para conhecer melhor a história da formação de São Paulo. Um espaço que ainda fica no imaginário de muitos como inacessível e elitistas. O que não é! Devemos ocupar ainda mais os espaços públicos."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Pedro Silva,5,04/2024,"Experiência maravilhosa tanto pelo prédio com uma arquitetura fabulosa nos proporciona um bem estar mas também pelo espetáculo memorável,  recomendo será uma experiência única ; cuidado com a violência e roubos no entorno muito triste isso."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Priscilla Ázzara,5,05/2024,"Adoro como o espaço é aproveitado! Além do teatro em si, é possível fazer visitas guiadas, refeiçoes de brunch e almoço e também aproveitar o Bar dos Arcos que fica embaixo do teatro."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Lucca Luca,4,05/2024,trabalho na frente desse teatro de São Paulo. A noite é um espetáculo. Se DEUS permitir quero fazer uma visita .
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Jairo Correa Ferreira Júnior (JJR),5,11/2023,"Para quem ainda não teve a oportunidade de visitar o Teatro Municipal, vale muito a pena conhecer. O prédio é belíssimo, e tem uma boa estrutura, com restaurante/café no piso térreo e uma grande variedade de espetáculos para todos os gostos.
Só é uma pena que seus arredores, assim como o centro histórico em geral da Cidade de São, esteja tão degradado."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Clodoaldo Fernandes de Oliveira,5,12/2023,"Fomos pra fazer a visitação guiada, não conseguimos ingresso pelo site e tentamos os remanescente, deu ruim, mas almoçamos no restaurante dentro do teatro que é simplesmente espetacular a experiência. O teatro ficou anos em reforma, assistir uma apresentação é só pra quem tem muita grana"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Ana Maria M Amoroso,5,04/2024,"Teatro lindíssimo, mas se vc vai assistir algum espetáculo, recomendo levar um leque, pois o sistema de ventilação é antigo e sua eficácia é pequena."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Arnaldo Laurindo,5,04/2024,"É um espaço muito lindo com uma arquitetura imponente e exuberante.
Só os acentos para assistir os espetáculos achei um pouco apertado.."
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Hudson Augusto Silva,5,12/2023,"Localizado na Praça Ramos no centro de São Paulo, o Teatro Municipal de São Paulo é um dos principais teatros do Brasil e um marco na história cultural da cidade. Foi inaugurado em 1911 e possui uma arquitetura imponente, inspirada na Ópera de Paris. Ao longo dos anos, o teatro recebeu grandes espetáculos de ópera, ballet e teatro, além de se tornar palco de importantes eventos culturais. É considerado um símbolo da cultura e da arte na cidade de São Paulo. Visita obrigatória em São Paulo. Visitas mediadas gratuitas. Vale muito a pena!"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Rosana Dolores Olivares,5,04/2024,"Brunch sem quase opções de pães,  e bolos. Muito mais opções para almoço.
Mas ser atendida pela Sabrina faz toda diferença, gentil, maravilhosa !"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Patrícia Scolese,5,10/2023,"Fiz a visita educativa no Teatro, que teve agendamento fácil pelo site. São pontuais, organizados e bem estruturados. O Teatro é suntuoso. Foi uma volta ao tempo. Cada detalhe, cada ambiente, cada vista que se tinha das janelas onde se viam outros pontos do lindo centro de SP. Um passeio cheio de curiosidades e história. Pudemos ver por uns minutos o ensaio da Orquestra Sinfônica Municipal e é de arrepiar. O Teatro tem apresentações com ingressos de valores muito acessíveis! Indico a visita e o prazer de assistir a uma apresentação.  Uma joia da Cidade de São Paulo. Menção especial ao atendimento de todos os colaboradores que tive contato dentro do Teatro: todos, sem nenhuma exceção foram extremamente solícitos, educados e muito simpáticos! Estão de parabéns! O guia Gabriel acolhe o grupo com primor! Indico fortemente a visita!"
Teatro Municipal de São Paulo,"Praça Ramos de Azevedo, s/n - República, São Paulo - SP",Quezia Barbosa,5,02/2024,"O local é belíssimo. Já havia visitado, mas ontem fomos ouvir a Orquestra Sinfonica Municipal. Simplesmente encantador, e estava no 3° setor. Espero ficar mais perto na próxima vez. Adorei o letreiro mostrando a letra traduzida, complementou a experiência. 🥰"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Silvana Sanabria,1,05/2024,"Comprei ingresso para a peça Cantando na Chuva com 20 dias de antecedência pela Sympla para ter um ótimo lugar, mas não foi isso q aconteceu, para minha surpresa o mapa das poltronas no sympla não é a mesma do teatro, ocasionando trastorno e constragimento com outras pessoas!
As poltronas são extremamente desconfortáveis, tornando assim a experiência do teatro ruim!"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",F Garcia,4,05/2024,"Primeira vez no Teatro Sérgio Cardoso e gostei muito!!!
Só achei as cadeiras um pouco desconfortáveis e muito próximas uma fileira das outras. (Mas o teatro tem 40 anos).
Funcionários muito atenciosos
Acessibilidade com ressalvas
Preços justos
Estacionamento ao lado por R$40,00"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Ritinha Fatima,5,05/2024,"Fomos na Noite de Autógrafos do Livro Entre Franciscos do @Gabriel Chalita e peça com mesmo título no Teatro Sérgio Cardoso. O teatro é sensacional, os funcionários te recebem com sorriso e são muito solícitos. A peça está em cartaz , vale super a pena assistir: @O santo e o Papa , entre Franciscos . Sexta-feira a domingo."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",aracelisbrazil,5,05/2024,Assisti ao musical Cantando na Chuva. Fiquei encantada com as instalações! Só uma ressalva: os lugares reservados agora cadeirantes são isolados dos demais. O cadeirante é obrigado a ficar sozinho o tempo todo.
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Valdecio Rodrigues Cerqueira (Decio),5,05/2024,"Fantástico teatro.
Organização extraordinária.
Funcionários muito receptivos.
Espaço do teatro muito bom, vê-se o palco de todos os ângulos com nitidez.."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Jessica Dos Santos F.,5,05/2024,"Lugar maravilhoso!! Os colaboradores são educados e super prestativos. O espaço é lindo, teatro relativamente pequeno mas, a visão para o palco é excelente. Amei ver "" Dançando na chuva ""."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Vivian Marinho Chediak,4,05/2024,O teatro é muito lindo! Só as cadeiras poderiam ser um pouco mais confortáveis! Mas a experiência de assistir Cantando na Chuva foi maravilhosa!
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Roberto Caliman,3,11/2023,"Sentei na cadeira F 4, é alto e íngreme. A cabeça das pessoas da frente dificultam a visualização,  e qdo os atores vão pra frente do palco, esquece. Só dá pra ouvir.
Acústica excelente, banheiros ok. Boa localização,  estacionamentos a 35 e 40 reais. Caro para o período, mas deixar na rua é perigoso."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Irani Carvalho de Oliveira Correia,5,12/2023,"Equipe atenciosa, lugar agradável, confortável e espaçoso. Assistimos o espetáculo "" Construindo sonhos"" da Associação Fernanda Biachini. Um maravilhoso e emocionante espetáculo. Vale a pena conferir. Amei!!!"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Éder,5,04/2024,"Teatro apresentou a peça Cantando na Chuva, versão brasileira. E foi show! É lindo o patrocínio e recursos da #leiruanet sendo bem aplicados 🎭 …"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Andrea Lucia Cintra Rodrigues,5,05/2024,"Teatro muito bom, muito acessível, com elevadores, um átrio bem espaçoso. A sala de espetáculo boa, com espaço adequado."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Jorge Fabbro,5,05/2024,"Teatro confortável, sem sofisticação. Chegando cedo, há muitas vagas para veículos na rua. O espetáculo ""Cantando na Chuva"" é bonito, muito bem conduzido e apresentado, com atores excelentes e ótimas músicas. Vale a pena assistir!"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",LUIZA,4,12/2023,Foi uma ótima experiência principalmente pelo motivo de fazer parte da peça ☺️☺️uma das formadas.parabenizar pelo dedicação do programa Mãos e Mentes Paulistana.
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Fernanda Tottero,5,11/2023,"Assisti o Coro da Vila duas vezes neste teatro. O palco é grande e dá muita liberdade para as apresentações. Há poucos assentos, mas são cadeiras muito confortáveis.
Há um café lá dentro, ótimo para aguardar as campainhas quando você chega mais cedo."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Natalina Gomes,5,11/2023,"Gostei muito do espetáculo, mas falta um pouco de organização. As pessoas não tem hora pra entrar, chegam atrasada, o espetáculo também não começa no horário marcado. Uma falta de respeito, com quem chega no horário."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Milena,5,12/2023,"Teatro muito bem equipado
Participei dessa apresentação e tivemos um ótimo camarim disponível e bastante suporte com tudo :)"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",L V M C,5,05/2024,"Experiência do teatro incrível, atendimento, equipe, acessibilidade ok, a parte do musical absolutamente incrível e impecável
Os estacionamentos no entorno tem preços exorbitantes, mas aceitamos no combo né
Os preços da lanchonete são ok, um detalhe, a coxinha do teatro é a pior que já comi na vida, aquelas feitas de pão despedaça toda na mão, era melhor nem vender
Teatro limpo, ar funcionando muito bem, leve o casaco"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Isabela Oliveira,4,12/2023,"Assisti a apresentação do balé ""Giselle"" pela Cia Paulista de Dança e achei simplesmente belíssimo. Os figurinos e cenários estavam impecáveis e da fileira onde eu estava (B) dava pra ver cada detalhe das performances dos bailarinos.
Porém achei que a sala estava um pouco fria por conta do ar condicionado e o banheiro do térreo é pequeno, visto o tamanho do teatro e o número de pessoas que eles recebem diariamente, mas no geral gostei do local."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Anelise Moretto,5,11/2023,"O teatro possui boa infraestrutura, mas a visibilidade do balcão deixa a desejar. Estacionamento ao lado do teatro bem caro para a região (R$ 50,00), vale a pena chegar com antecedência e estacionar nas adjacências. Quanto à peça ""Elis, a musical"", super recomendo. Maravilhosa!"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Betina,5,05/2024,Ótimo teatro! Bons lugares. Ótimo café na entrada. Teatro tradicional de sp.
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Rosana Rocha,5,03/2024,"Teatro maravilhoso, excelente infraestrutura, amplo e bonito.
Este teatro fica dentro da unidade do SESC."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Willian Mendes,3,05/2024,"O espaço é lindo, mas não poder entrar com pipoca para a peça não faz sentido nenhum sendo que a maioria dos teatros permitem, além de ser um alimento ""padrão"" em cinemas/teatros"
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Tatiane Rodriguez,5,05/2024,"Fui a este teatro 2 vezes.
Amei, bem estruturado e organizado.
Assisti a linda homenagem para Alcione e agora ao espetáculo Dançando na chuva, lindo, emocionante e sem falar sobre os figurinos das peças que assisti."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Anita Jara,1,10/2023,"Dica pra quem vier ao teatro pra ver qualquer peça: NÃO COMPREM INGRESSO NO BALCÃO. Além do acesso ser feito somente por elevador, a depender do espetáculo, a visão é uma *zerda."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Paula Torrecillas,4,05/2023,"Fui ao espetáculo Marrom o musical! Local super agradável. Na entrada o ambiente estava bem agradável devido ao ar condicionado. Há um café com boa opção de salgadinhos. Os assentos do teatro são um pouco incômodos, valeria o investimento para melhorá-los. O banheiro também é complicado. No final do espetáculo a fila era enorme. A sala em si excelente! Boa visão do palco e boa acústica."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Daniel Menezes,5,12/2023,"Fotografei o espaço recentemente, excelente acústica, e estrutura.
Um ponto que pode ser melhorado são os espaçamentos no degrau o que exige ao visitante mais atenção."
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",Aline Marcolino,5,11/2023,Atendimento excelente! Ar condicionado tudo muito limpo. Não tem estacionamento mas tem alguns conveniados próximo.
Teatro Sérgio Cardoso,"R. Rui Barbosa, 153 - Bela Vista, São Paulo - SP",RENATA SARAIVA,5,11/2023,"Estrutura boa e com dimensionamento de assentos adequados, o palco é bem visualizado de todos os assentos."
